"GEO_ID","id",
"CP03_2018_122E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families",
"CP03_2018_123E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years",
"CP03_2018_124E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only",
"CP03_2018_125E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present",
"CP03_2018_126E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18 years",
"CP03_2018_127E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18 years!!With related children of the householder under 5 years only",
"CP03_2018_128E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people",
"CP03_2018_129E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years",
"CP03_2018_130E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years",
"CP03_2018_131E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years",
"CP03_2018_132E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years",
"CP03_2018_133E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over",
"CP03_2018_134E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!18 to 64 years",
"CP03_2018_135E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!65 years and over",
"CP03_2018_136E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families",
"CP03_2018_137E","2018 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over",
"CP03_2018to2014_001SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over",
"CP03_2018to2014_002SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force",
"CP03_2018to2014_003SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force",
"CP03_2018to2014_004SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed",
"CP03_2018to2014_005SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed",
"CP03_2018to2014_006SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces",
"CP03_2018to2014_007SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force",
"CP03_2018to2014_008SS","Statistical Significance!!EMPLOYMENT STATUS!!Civilian labor force",
"CP03_2018to2014_009SS","Statistical Significance!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate",
"CP03_2018to2014_010SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over",
"CP03_2018to2014_011SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force",
"CP03_2018to2014_012SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force",
"CP03_2018to2014_013SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed",
"CP03_2018to2014_014SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder under 6 years",
"CP03_2018to2014_015SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force",
"CP03_2018to2014_016SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years",
"CP03_2018to2014_017SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force",
"CP03_2018to2014_018SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over",
"CP03_2018to2014_019SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone",
"CP03_2018to2014_020SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",
"CP03_2018to2014_021SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab)",
"CP03_2018to2014_022SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Walked",
"CP03_2018to2014_023SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Other means",
"CP03_2018to2014_024SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home",
"CP03_2018to2014_025SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes)",
"CP03_2018to2014_026SS","Statistical Significance!!OCCUPATION!!Civilian employed population 16 years and over",
"CP03_2018to2014_027SS","Statistical Significance!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",
"CP03_2018to2014_028SS","Statistical Significance!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations",
"CP03_2018to2014_029SS","Statistical Significance!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations",
"CP03_2018to2014_030SS","Statistical Significance!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations",
"CP03_2018to2014_031SS","Statistical Significance!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",
"CP03_2018to2014_032SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over",
"CP03_2018to2014_033SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",
"CP03_2018to2014_034SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Construction",
"CP03_2018to2014_035SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing",
"CP03_2018to2014_036SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade",
"CP03_2018to2014_037SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade",
"CP03_2018to2014_038SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities",
"CP03_2018to2014_039SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Information",
"CP03_2018to2014_040SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing",
"CP03_2018to2014_041SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services",
"CP03_2018to2014_042SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance",
"CP03_2018to2014_043SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services",
"CP03_2018to2014_044SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration",
"CP03_2018to2014_045SS","Statistical Significance!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration",
"CP03_2018to2014_046SS","Statistical Significance!!CLASS OF WORKER!!Civilian employed population 16 years and over",
"CP03_2018to2014_047SS","Statistical Significance!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers",
"CP03_2018to2014_048SS","Statistical Significance!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers",
"CP03_2018to2014_049SS","Statistical Significance!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed in own not incorporated business workers",
"CP03_2018to2014_050SS","Statistical Significance!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers",
"CP03_2018to2014_051SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households",
"CP03_2018to2014_052SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10,000",
"CP03_2018to2014_053SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10,000 to $14,999",
"CP03_2018to2014_054SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15,000 to $24,999",
"CP03_2018to2014_055SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25,000 to $34,999",
"CP03_2018to2014_056SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35,000 to $49,999",
"CP03_2018to2014_057SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999",
"CP03_2018to2014_058SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75,000 to $99,999",
"CP03_2018to2014_059SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100,000 to $149,999",
"CP03_2018to2014_060SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$150,000 to $199,999",
"CP03_2018to2014_061SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more",
"CP03_2018to2014_062SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars)",
"CP03_2018to2014_063SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars)",
"CP03_2018to2014_064SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings",
"CP03_2018to2014_065SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars)",
"CP03_2018to2014_066SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Social Security",
"CP03_2018to2014_067SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Social Security!!Mean Social Security income (dollars)",
"CP03_2018to2014_068SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With retirement income",
"CP03_2018to2014_069SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With retirement income!!Mean retirement income (dollars)",
"CP03_2018to2014_070SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Supplemental Security Income",
"CP03_2018to2014_071SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)",
"CP03_2018to2014_072SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With cash public assistance income",
"CP03_2018to2014_073SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With cash public assistance income!!Mean cash public assistance income (dollars)",
"CP03_2018to2014_074SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Total households!!With Food Stamp/SNAP benefits in the past 12 months",
"CP03_2018to2014_075SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families",
"CP03_2018to2014_076SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Less than $10,000",
"CP03_2018to2014_077SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$10,000 to $14,999",
"CP03_2018to2014_078SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$15,000 to $24,999",
"CP03_2018to2014_079SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$25,000 to $34,999",
"CP03_2018to2014_080SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$35,000 to $49,999",
"CP03_2018to2014_081SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$50,000 to $74,999",
"CP03_2018to2014_082SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$75,000 to $99,999",
"CP03_2018to2014_083SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$100,000 to $149,999",
"CP03_2018to2014_084SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$150,000 to $199,999",
"CP03_2018to2014_085SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!$200,000 or more",
"CP03_2018to2014_086SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Median family income (dollars)",
"CP03_2018to2014_087SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Families!!Mean family income (dollars)",
"CP03_2018to2014_088SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars)",
"CP03_2018to2014_089SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households",
"CP03_2018to2014_090SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Median nonfamily income (dollars)",
"CP03_2018to2014_091SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Mean nonfamily income (dollars)",
"CP03_2018to2014_092SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Median earnings for workers (dollars)",
"CP03_2018to2014_093SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Median earnings for male full-time, year-round workers (dollars)",
"CP03_2018to2014_094SS","Statistical Significance!!INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households!!Median earnings for female full-time, year-round workers (dollars)",
"CP03_2018to2014_095SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population",
"CP03_2018to2014_096SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage",
"CP03_2018to2014_097SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With private health insurance",
"CP03_2018to2014_098SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!With health insurance coverage!!With public coverage",
"CP03_2018to2014_099SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage",
"CP03_2018to2014_100SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years",
"CP03_2018to2014_101SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population under 19 years!!No health insurance coverage",
"CP03_2018to2014_102SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years",
"CP03_2018to2014_103SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force",
"CP03_2018to2014_104SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed",
"CP03_2018to2014_105SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage",
"CP03_2018to2014_106SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With private health insurance",
"CP03_2018to2014_107SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!With health insurance coverage!!With public coverage",
"CP03_2018to2014_108SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Employed!!No health insurance coverage",
"CP03_2018to2014_109SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed",
"CP03_2018to2014_110SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage",
"CP03_2018to2014_111SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance",
"CP03_2018to2014_112SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage",
"CP03_2018to2014_113SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed!!No health insurance coverage",
"CP03_2018to2014_114SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force",
"CP03_2018to2014_115SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage",
"CP03_2018to2014_116SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With private health insurance",
"CP03_2018to2014_117SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!With health insurance coverage!!With public coverage",
"CP03_2018to2014_118SS","Statistical Significance!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force!!No health insurance coverage",
"CP03_2018to2014_119SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families",
"CP03_2018to2014_120SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families!!With related children of the householder under 18 years",
"CP03_2018to2014_121SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only",
"CP03_2018to2014_122SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families",
"CP03_2018to2014_123SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years",
"CP03_2018to2014_124SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children of the householder under 18 years!!With related children of the householder under 5 years only",
"CP03_2018to2014_125SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present",
"CP03_2018to2014_126SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18 years",
"CP03_2018to2014_127SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children of the householder under 18 years!!With related children of the householder under 5 years only",
"CP03_2018to2014_128SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people",
"CP03_2018to2014_129SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years",
"CP03_2018to2014_130SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years",
"CP03_2018to2014_131SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder under 5 years",
"CP03_2018to2014_132SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!Under 18 years!!Related children of the householder under 18 years!!Related children of the householder 5 to 17 years",
"CP03_2018to2014_133SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over",
"CP03_2018to2014_134SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!18 to 64 years",
"CP03_2018to2014_135SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people!!18 years and over!!65 years and over",
"CP03_2018to2014_136SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families",
"CP03_2018to2014_137SS","Statistical Significance!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over",
"CP03_2018to2015_001SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over",
"CP03_2018to2015_002SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force",
"CP03_2018to2015_003SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force",
"CP03_2018to2015_004SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed",
"CP03_2018to2015_005SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed",
"CP03_2018to2015_006SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces",
"CP03_2018to2015_007SS","Statistical Significance!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force",
"CP03_2018to2015_008SS","Statistical Significance!!EMPLOYMENT STATUS!!Civilian labor force",
"CP03_2018to2015_009SS","Statistical Significance!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate",
"CP03_2018to2015_010SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over",
"CP03_2018to2015_011SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force",
"CP03_2018to2015_012SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force",
"CP03_2018to2015_013SS","Statistical Significance!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed",
"CP03_2018to2015_014SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder under 6 years",
"CP03_2018to2015_015SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force",
"CP03_2018to2015_016SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years",
"CP03_2018to2015_017SS","Statistical Significance!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force",
"CP03_2018to2015_018SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over",
"CP03_2018to2015_019SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone",
"CP03_2018to2015_020SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",
"CP03_2018to2015_021SS","Statistical Significance!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab)",
